ANSWERED,INCOME,FEMALE,AGE,JOB,NUM_DEPENDENTS,RENT,OWN_RES,NEW_CAR,CHK_ACCT,SAV_ACCT,NUM_ACCTS,MOBILE,PRODUCT
0,20462,0,49,2,1,0,0,0,1,0,1,1,0
0,109548,0,29,3,1,1,1,0,3,0,0,0,0
0,8777,0,45,2,1,1,0,0,3,0,3,0,0
1,12558,0,35,2,1,1,1,1,3,4,3,0,4
1,21128,0,43,2,2,0,1,0,0,4,3,1,4
0,13890,1,36,2,1,0,1,1,0,0,3,0,0
1,23994,0,43,2,1,0,1,1,1,0,2,0,2
1,107252,0,29,1,1,0,1,1,0,0,2,0,1
0,8843,0,35,2,1,0,1,0,1,0,2,0,3
1,8228,0,27,2,1,0,0,0,3,2,4,0,4
1,13976,0,52,1,1,0,1,1,1,4,4,0,2
0,35709,0,31,1,1,1,0,0,0,0,1,0,4
0,33799,0,61,3,1,0,1,0,0,2,2,0,2
0,10068,0,27,2,1,0,0,0,0,1,1,0,0
1,15575,0,43,2,1,0,0,0,1,3,2,0,1
0,143558,0,57,3,1,0,0,1,1,0,3,0,0
1,12826,0,33,0,1,0,0,0,1,0,0,0,3
1,9238,0,26,2,1,0,1,0,3,3,3,0,2
0,12889,0,27,2,1,1,0,0,3,0,1,1,0
0,80132,1,50,3,1,1,0,0,3,4,1,0,0
0,12750,0,33,0,1,0,0,1,1,0,0,0,3
1,15763,0,52,3,1,0,1,0,2,0,1,0,1
1,35185,0,37,2,1,1,0,1,3,0,2,0,3
1,32430,0,29,2,1,1,0,0,1,2,1,0,3
1,50936,0,25,2,1,0,1,0,2,0,3,0,2
0,20652,0,27,3,1,1,0,0,1,4,1,0,0
0,142573,0,31,3,1,0,1,0,1,0,4,0,0
1,86289,0,45,2,1,0,1,0,3,3,2,1,2
0,36436,0,56,2,1,0,1,0,3,1,3,0,0
0,12698,0,23,3,1,0,1,0,1,0,2,0,0
0,50179,0,29,2,1,0,1,1,2,4,2,0,0
1,76495,0,26,2,1,1,0,0,0,0,3,0,0
0,47436,0,35,3,1,0,1,0,3,1,2,0,0
1,7543,0,36,2,1,0,1,1,0,0,4,0,4
1,13662,0,31,2,1,0,0,0,3,1,1,0,4
1,25259,0,44,2,2,0,1,0,0,0,4,0,3
0,50311,0,30,2,1,0,1,0,1,0,3,0,0
1,29005,0,28,2,1,0,0,1,0,0,3,1,1
1,27387,0,34,2,1,0,1,0,3,0,4,0,2
0,71757,0,30,3,1,0,1,0,0,4,1,0,0
1,68087,0,63,2,1,0,1,0,0,4,4,0,0
0,115451,0,35,3,1,1,0,0,1,0,4,1,0
1,63000,0,28,1,1,1,1,1,1,4,2,0,3
0,5959,0,35,2,1,0,1,0,1,0,2,0,0
0,73630,0,30,2,1,1,0,0,0,0,1,1,1
1,44964,0,67,3,1,0,1,0,1,0,1,0,1
0,17726,0,25,2,2,1,1,0,0,0,4,0,0
1,85346,0,22,2,1,1,0,0,0,3,2,0,2
1,9642,0,23,2,2,0,1,0,0,0,1,0,4
0,23614,1,48,2,1,1,0,0,1,0,1,0,0
1,107034,0,57,1,1,0,1,1,1,0,1,0,1
1,59058,0,53,1,1,0,1,0,1,0,3,0,0
0,39425,0,34,2,1,0,1,0,0,0,2,1,0
1,4764,0,26,2,1,0,1,0,1,0,2,0,3
1,40045,0,35,2,1,0,1,0,0,0,2,0,2
0,47022,0,32,1,1,0,1,0,1,0,1,0,0
1,19188,0,52,2,1,0,1,0,1,4,2,0,4
1,26182,0,23,1,1,0,1,0,3,0,1,0,3
1,7139,0,48,1,1,1,0,0,0,4,4,0,2
1,7196,0,33,2,1,0,1,1,3,0,0,0,4
1,22808,0,54,2,1,0,1,0,1,4,4,0,0
1,29478,0,23,2,2,0,1,0,3,4,2,0,4
1,30379,0,34,3,1,1,0,0,1,0,1,0,1
1,58466,0,25,2,1,0,1,0,3,0,2,0,0
1,60022,0,33,2,1,0,1,0,3,0,3,0,4
0,12539,0,33,2,1,0,1,0,1,0,2,0,0
0,11982,1,46,2,1,0,0,0,1,0,4,0,3
1,15357,1,41,2,1,0,1,0,1,2,2,1,2
0,31644,0,35,2,1,0,1,0,0,0,2,0,0
1,24200,0,32,2,1,0,1,0,1,0,2,0,2
0,7623,0,53,2,1,0,1,0,0,0,1,0,0
1,15853,0,36,2,1,0,1,0,3,0,2,0,2
0,12514,0,23,2,2,1,1,1,0,0,1,0,0
1,59990,0,24,2,1,0,1,0,1,0,1,1,2
1,7221,0,38,2,2,0,1,0,0,0,2,0,3
0,8127,0,26,2,2,0,1,1,3,0,2,0,2
0,147545,0,32,3,1,0,0,0,1,0,4,0,0
1,16384,1,50,1,1,0,1,0,1,0,2,0,1
1,38747,0,22,1,1,0,1,1,0,0,1,0,1
0,34671,0,55,2,1,1,0,0,1,1,2,0,0
1,5546,0,65,2,1,0,1,1,0,0,4,0,4
1,12637,0,41,3,1,0,1,0,3,0,2,0,2
0,9156,0,21,2,1,1,0,0,0,0,3,0,0
1,44641,0,21,2,1,0,1,0,0,0,4,0,2
0,23686,0,35,1,1,0,1,0,3,2,4,0,0
1,14469,0,27,1,1,0,1,0,1,0,2,0,1
1,11007,0,34,2,2,0,1,0,3,1,0,0,4
1,22934,0,24,2,1,0,1,0,1,0,1,0,2
0,40138,0,28,2,1,0,1,0,0,0,3,0,2
0,12623,0,59,1,1,0,1,1,0,0,1,0,0
1,32645,0,31,3,1,0,1,0,3,4,0,1,4
1,107530,0,38,3,2,0,0,1,0,0,4,1,4
1,74505,0,26,3,1,0,1,0,3,4,2,1,0
1,10214,0,66,2,1,0,1,0,3,0,0,0,2
0,24683,0,36,1,1,0,1,1,1,1,2,0,0
1,8756,0,31,2,1,0,1,0,0,0,1,0,4
1,9871,0,40,1,1,1,0,0,1,3,1,0,4
0,149032,0,68,3,1,0,1,0,3,0,4,0,0
1,32455,0,23,1,1,1,0,0,0,0,1,0,1
1,11295,0,56,2,1,1,0,0,3,2,4,0,3
0,19767,0,25,2,1,1,0,0,0,0,1,0,0
1,11735,0,33,2,1,1,0,0,2,4,2,0,2
1,34362,0,39,2,1,1,0,1,3,0,2,0,0
0,22874,1,39,2,1,0,1,0,0,0,2,0,0
1,26803,0,27,2,1,1,0,1,1,1,2,0,0
1,47710,0,31,2,2,0,1,0,0,0,3,1,2
0,24358,0,28,2,1,0,0,0,3,0,2,0,2
0,40211,0,33,2,1,1,0,1,0,0,4,0,0
1,15922,0,19,1,2,1,0,1,1,2,2,0,2
0,12853,0,27,1,1,0,1,1,1,0,1,0,0
1,68909,0,29,2,1,0,1,0,0,0,2,0,0
0,12632,0,27,1,1,0,1,0,0,0,1,0,4
0,49104,0,28,2,1,0,1,0,3,0,3,0,0
1,18712,0,26,2,1,0,1,0,3,0,4,0,2
1,13158,0,27,2,1,1,1,0,3,0,1,0,4
1,15168,0,20,2,1,0,1,0,3,4,4,0,4
1,61207,0,20,1,1,0,0,0,0,0,1,0,0
0,30567,0,24,2,1,0,1,0,0,0,3,0,4
1,15043,0,44,2,2,0,1,0,0,0,4,0,4
0,30704,0,32,2,1,0,1,0,0,0,2,0,4
1,13773,0,57,1,1,0,0,0,3,4,4,0,4
1,11762,0,31,2,1,0,1,1,1,0,0,0,3
1,15721,0,66,2,1,1,0,0,3,1,2,0,4
1,17968,0,39,2,1,0,1,0,1,1,1,1,4
0,35273,0,38,2,1,0,1,0,0,0,4,0,0
1,77016,0,24,2,1,0,1,0,0,0,3,0,2
0,30661,0,32,2,1,0,1,0,3,0,2,0,4
1,17895,0,22,2,1,0,1,0,1,0,2,0,2
0,8993,0,35,2,1,1,0,0,1,0,3,0,4
0,48843,0,44,3,1,1,0,0,3,1,0,0,0
0,13861,1,24,2,1,0,1,1,3,0,3,0,0
0,15154,0,23,2,1,1,0,1,0,0,3,0,4
1,38726,0,63,1,2,0,0,1,2,4,1,0,1
0,12143,1,29,2,1,1,0,0,3,0,1,0,0
1,12131,0,23,2,1,0,1,1,0,0,0,0,4
1,20928,0,29,2,1,1,0,0,3,0,3,0,2
1,46325,0,48,2,1,0,1,0,3,0,2,1,2
0,6793,0,43,2,1,0,1,1,0,0,1,0,0
0,26029,0,20,1,2,1,0,1,1,0,2,0,0
0,22692,1,29,2,1,1,0,0,1,0,2,0,0
1,27123,0,24,2,1,0,1,0,0,3,2,0,2
0,15850,0,31,3,1,0,1,0,2,0,1,0,1
1,7147,0,33,2,1,0,1,0,3,0,2,0,2
0,18649,0,44,1,1,0,1,0,3,0,4,0,0
1,15825,0,34,3,1,0,1,0,3,1,3,0,3
1,47750,0,28,2,1,1,0,1,0,0,4,0,0
0,31955,0,26,2,1,1,0,0,0,0,2,0,4
1,26537,0,50,2,1,0,1,0,1,1,2,0,4
1,75888,0,39,2,1,0,0,0,1,1,0,0,4
1,15514,0,27,2,2,0,1,0,3,0,3,0,2
1,17437,0,34,2,1,0,1,1,0,0,2,0,1
1,90129,0,31,1,2,0,0,1,3,1,2,0,4
0,14796,1,36,2,1,0,1,1,0,0,3,0,0
0,14581,0,23,2,1,1,0,1,0,0,2,0,4
0,30316,0,22,2,1,1,0,0,0,0,2,0,0
1,13609,0,26,2,1,0,1,0,3,0,4,0,4
1,12590,0,57,2,1,1,0,1,3,4,4,0,4
0,13485,0,37,2,1,0,1,0,1,0,1,0,0
1,14766,0,23,2,1,0,1,0,0,0,2,0,3
0,26670,0,28,2,1,0,0,0,1,0,2,0,0
1,20482,1,36,2,1,0,1,0,1,0,2,0,2
1,19567,0,20,2,1,0,1,0,1,0,4,0,2
0,11305,0,28,3,1,0,1,0,1,0,3,0,0
1,21378,0,39,2,1,1,0,0,3,4,1,0,3
0,16636,0,22,2,1,0,1,0,0,2,4,0,1
1,6565,0,55,0,1,0,1,0,3,0,0,0,4
1,18876,0,29,2,1,0,1,0,0,0,3,0,4
1,6701,0,23,1,1,0,1,0,3,0,0,0,0
1,39364,0,29,2,1,0,1,0,2,0,2,0,2
1,39695,0,33,2,1,0,0,1,1,0,4,0,0
1,31781,0,25,2,1,1,0,0,1,2,1,0,3
1,51233,0,30,3,1,0,1,0,2,0,2,0,0
1,27055,0,34,2,1,0,1,0,0,1,4,0,4
0,9013,0,41,1,2,0,1,0,1,0,2,0,0
1,21575,0,30,1,1,0,0,1,0,0,2,0,3
0,9734,0,21,2,1,0,1,1,0,0,4,0,4
1,7620,0,26,1,2,0,1,1,3,4,2,0,2
1,50977,0,26,2,1,0,1,0,3,0,3,0,4
1,33272,0,33,1,1,0,1,0,1,0,3,0,4
0,6639,0,22,0,1,0,1,1,2,0,1,0,1
0,20397,0,32,2,1,0,1,0,0,0,3,0,0
0,14500,0,38,2,1,0,1,0,1,1,2,0,0
1,37642,0,27,2,1,0,1,0,3,0,3,1,1
1,12046,0,34,2,1,0,1,0,3,0,2,0,2
1,18353,0,26,2,1,0,1,0,1,4,2,0,4
1,18606,0,66,3,2,0,1,1,2,0,4,0,0
0,25533,0,19,1,2,0,1,0,3,2,1,0,0
0,13429,0,36,3,1,0,0,1,3,0,0,0,0
1,6668,0,29,1,1,0,1,0,0,0,2,0,2
1,22791,0,33,2,1,0,1,1,1,1,1,0,0
1,14221,0,23,2,1,1,0,1,0,0,2,0,4
0,42333,0,47,3,1,0,1,0,1,0,4,0,0
1,13975,0,28,2,1,1,0,1,0,0,2,0,4
0,39616,1,36,2,1,0,1,1,1,1,2,0,2
0,7761,0,27,0,1,0,1,0,2,3,4,0,2
1,11691,0,27,2,1,0,1,0,3,2,2,0,2
1,6901,0,35,3,2,0,1,1,3,4,2,0,2
1,59257,0,24,2,1,0,1,0,2,0,1,0,1
1,23209,0,37,1,2,1,0,1,0,0,2,0,0
1,13940,0,56,3,1,0,1,0,3,0,0,0,2
1,116431,0,31,1,1,1,0,1,0,4,2,1,0
1,31964,0,30,2,1,1,0,1,3,3,2,0,3
1,27624,0,39,1,1,0,1,0,3,0,0,0,3
1,30722,0,25,2,2,0,0,0,3,4,2,0,2
0,42979,0,27,2,1,0,1,0,0,2,2,0,0
1,7149,0,48,2,1,0,1,0,3,0,4,0,4
0,32182,0,23,2,1,0,0,0,0,0,2,0,0
0,13578,0,36,2,1,0,1,0,1,0,1,0,4
1,31543,0,25,2,1,0,1,0,1,0,1,0,4
1,64705,0,39,2,1,0,1,1,3,0,4,0,0
0,96156,0,23,2,1,0,1,0,3,0,3,1,0
0,57436,0,52,2,1,0,0,0,1,0,1,0,4
1,34071,0,28,1,1,0,1,1,0,0,2,0,2
0,14122,0,22,1,1,1,0,0,0,0,1,0,0
1,27150,0,28,3,1,0,1,0,3,0,1,0,0
1,10603,0,31,2,1,0,0,0,0,0,1,0,1
0,62159,0,68,1,1,1,0,1,1,0,3,0,3
1,34949,0,24,1,1,0,1,1,1,0,3,0,4
0,39627,0,24,2,1,0,1,0,0,0,1,0,0
1,27108,0,63,2,2,0,1,0,3,0,4,0,2
1,24132,0,39,2,2,0,1,1,0,0,4,0,3
1,13830,0,59,2,1,0,1,0,1,4,1,0,1
0,69613,1,29,2,1,0,1,0,0,0,2,0,0
1,31448,0,47,1,1,0,0,0,0,0,1,0,1
1,36863,0,41,1,1,1,0,0,0,0,3,0,4
0,12095,0,25,1,1,0,1,1,0,0,4,0,0
0,31216,0,27,1,1,0,0,0,0,0,4,0,0
1,28072,0,26,2,1,0,1,0,1,4,4,0,0
1,48536,0,25,2,1,0,1,1,3,4,3,1,0
1,8989,0,30,2,1,0,1,1,1,2,4,0,4
1,13956,0,48,2,2,0,0,0,3,1,4,0,2
0,9928,0,27,2,1,1,0,0,1,1,1,0,0
1,14320,0,60,3,1,0,1,0,1,0,2,0,2
1,83904,0,39,2,1,1,0,0,0,4,1,0,2
0,17956,0,49,0,1,1,0,1,1,0,1,0,4
1,13401,0,63,2,2,0,0,0,3,1,4,0,0
0,22863,0,40,2,1,0,1,0,3,0,4,0,0
1,18788,0,27,3,1,1,0,0,1,1,2,1,3
1,14716,0,39,2,2,0,1,1,0,3,3,0,3
0,60881,0,40,0,1,0,1,0,0,0,2,0,0
1,13573,0,35,2,1,1,0,0,3,0,2,0,1
0,8154,0,33,2,2,1,0,1,0,0,0,0,0
1,17543,0,44,2,1,0,1,0,1,0,1,1,4
1,51801,0,43,3,1,0,1,1,1,0,1,0,0
0,17823,0,28,1,1,0,1,0,0,0,4,0,4
1,16109,0,30,2,1,0,1,0,1,3,1,0,1
1,8130,0,25,2,1,0,1,0,3,3,3,0,2
1,15007,0,55,3,1,0,1,0,0,4,4,0,4
0,11650,0,61,0,1,0,1,0,3,0,0,0,0
0,16720,0,34,2,1,0,1,0,3,1,2,0,2
0,6990,0,34,1,1,0,1,0,2,0,2,0,0
1,47835,0,30,3,1,0,1,0,1,0,1,0,1
0,13980,0,23,1,1,0,0,1,0,0,3,0,0
0,14084,0,24,2,1,1,0,0,0,0,1,0,0
0,68365,0,28,3,1,0,1,0,0,0,2,1,0
1,13466,0,36,2,1,0,1,1,3,0,2,0,4
1,7135,0,28,2,1,0,1,0,3,0,4,0,4
1,86231,0,30,2,1,0,1,0,3,3,2,1,3
0,68775,0,28,2,1,0,1,0,0,0,2,0,0
0,7177,0,38,0,1,0,1,0,0,0,0,0,3
0,36250,0,23,1,2,0,1,0,1,0,2,0,1
1,22897,0,39,2,1,0,1,0,3,0,0,0,3
0,42512,0,41,3,1,0,1,1,1,0,0,0,0
1,14134,0,41,2,1,1,1,1,1,1,4,0,4
1,41342,0,56,2,1,0,1,0,0,0,2,0,4
0,21061,0,26,2,1,0,1,0,0,0,3,0,0
0,24984,0,22,2,1,0,1,0,0,0,2,0,0
1,12043,0,44,2,1,0,1,0,3,2,4,0,3
1,15740,0,24,2,1,0,0,0,3,0,2,0,2
1,40418,0,37,1,2,0,1,1,2,0,3,0,1
1,15257,0,40,1,2,1,0,1,3,2,2,0,2
0,38329,0,29,2,1,0,1,0,3,0,3,1,0
1,12267,0,37,2,1,0,1,0,2,0,2,0,4
1,34271,1,39,2,1,0,1,0,3,4,2,1,1
1,12632,0,30,2,1,1,0,0,0,0,1,0,0
1,10346,0,30,2,1,0,1,0,3,0,0,0,1
0,148167,0,39,3,1,0,1,0,0,0,4,0,0
1,19977,0,30,3,2,1,0,0,3,0,3,0,2
1,11881,0,33,1,1,0,0,0,3,4,4,0,2
1,17502,0,33,2,1,1,0,0,3,1,4,0,2
1,7727,0,39,2,1,0,1,0,1,4,4,0,4
1,27915,0,21,2,2,0,0,0,3,1,4,0,4
1,19378,0,26,2,1,0,1,0,3,0,4,0,2
0,12135,0,34,0,2,0,0,0,0,0,0,0,0
0,12078,0,43,1,1,0,1,1,0,0,4,0,0
0,17748,0,60,0,1,1,0,1,1,0,1,0,0
0,99044,0,26,2,1,0,1,0,1,4,1,0,4
0,8202,0,37,2,2,0,1,0,1,0,4,0,0
1,10301,0,27,2,1,0,1,1,0,0,3,0,3
0,22145,0,66,2,1,1,0,0,3,0,2,0,0
0,21142,0,38,2,1,0,1,1,1,0,3,0,0
1,11948,0,33,2,2,1,0,0,3,0,1,0,4
0,11958,0,23,1,1,0,1,0,0,0,2,0,0
1,9132,0,34,2,1,0,1,0,1,0,2,0,2
0,34073,0,54,2,1,0,0,0,1,1,3,0,0
0,10194,0,36,1,1,0,1,1,0,4,2,0,0
0,68467,1,28,2,1,0,1,0,0,0,1,0,0
1,22957,0,47,2,1,0,1,0,1,0,0,0,3
0,71679,0,23,3,1,0,1,0,0,4,4,0,0
0,22770,0,26,3,2,0,1,1,0,1,3,0,3
0,12272,0,21,3,1,0,1,0,2,0,1,0,2
0,50845,0,23,3,2,0,0,0,1,0,4,0,0
1,101677,0,32,2,1,0,1,0,3,1,3,0,4
1,23572,0,35,2,1,0,0,0,1,4,1,0,1
1,60313,0,33,2,1,0,1,0,3,0,4,0,4
0,41995,0,26,2,1,0,1,0,2,0,2,0,0
1,32391,0,29,2,1,1,0,0,1,2,1,0,3
1,39086,0,38,2,1,1,0,0,3,0,3,0,4
0,17684,0,22,1,1,0,1,1,3,1,2,0,2
1,16425,0,26,2,1,0,0,0,3,0,3,0,2
0,64411,0,34,3,2,0,1,1,3,0,3,0,0
1,7914,0,46,3,1,0,1,0,0,0,2,0,2
0,49059,0,25,2,1,0,1,0,1,0,3,0,0
0,32328,0,44,1,1,0,0,0,0,4,1,0,0
0,34800,0,26,2,1,0,1,1,0,0,2,0,0
0,13386,0,46,2,2,0,0,0,1,1,2,0,4
0,14657,0,23,2,1,1,0,1,0,1,3,0,0
0,14671,0,49,2,1,0,0,1,0,0,3,0,0
0,83711,0,35,3,1,0,0,0,1,0,4,0,0
1,15106,0,37,2,1,0,1,0,1,0,2,0,0
1,22150,0,24,1,1,1,1,0,1,0,1,0,3
0,11317,0,63,2,2,0,1,0,1,0,1,0,0
0,13903,0,21,2,1,0,1,1,0,2,2,0,0
1,22379,0,28,3,1,0,0,0,3,4,1,0,3
0,26356,0,20,1,1,1,0,1,1,0,2,0,4
0,51046,0,29,2,1,0,1,1,3,4,2,0,0
1,30623,0,33,2,2,0,1,0,3,4,2,0,4
1,32202,0,24,3,1,0,1,0,3,4,0,1,4
1,37954,0,31,3,1,1,0,0,3,0,2,1,0
0,61938,0,34,1,1,1,0,0,0,0,4,0,0
0,10066,0,74,2,1,0,0,0,3,0,3,0,2
0,65504,0,30,2,2,0,1,1,3,0,4,0,0
0,11194,0,58,2,1,0,1,1,1,4,1,0,0
0,67649,0,31,2,1,0,1,0,0,0,3,0,0
0,42535,1,27,3,1,0,1,0,1,0,1,0,0
1,22445,0,24,2,1,0,1,0,0,0,3,0,0
1,20205,0,25,2,2,0,1,0,3,0,2,0,2
1,21195,0,29,2,1,1,0,0,3,0,3,0,2
0,115791,0,36,3,1,1,0,0,1,0,2,1,0
0,3449,0,27,2,1,0,1,0,0,0,2,0,2
1,30830,0,29,2,1,0,1,0,3,0,2,0,4
0,39627,0,35,3,1,0,1,0,0,0,1,0,0
1,22670,1,33,3,2,0,1,1,1,2,3,0,0
1,13346,0,42,2,2,0,0,0,3,1,2,0,4
0,31333,0,23,2,1,1,0,0,0,0,2,0,0
0,63966,0,47,2,1,1,1,0,1,0,4,0,0
1,50399,0,39,2,1,0,1,0,3,0,1,1,0
1,12443,0,20,2,2,0,1,0,1,0,2,0,0
0,15785,0,31,1,1,0,0,0,3,0,3,0,0
1,38059,0,25,1,2,0,0,0,3,1,3,0,0
1,14686,0,39,1,1,1,0,1,3,1,4,0,4
1,13969,0,50,2,1,0,1,0,1,2,4,0,2
1,28442,0,31,2,1,0,1,0,1,3,3,0,2
1,19727,0,25,2,1,0,1,0,3,4,3,0,2
0,95434,0,57,2,1,0,1,0,3,0,1,0,0
1,13463,0,55,3,1,0,1,0,2,4,2,0,4
0,8886,0,42,2,1,0,1,1,0,0,2,0,0
0,6370,0,24,1,1,0,1,0,0,0,2,0,0
1,15679,0,24,2,1,0,1,0,1,3,1,0,0
1,24170,0,28,2,1,0,1,0,3,2,2,0,4
0,19757,0,25,1,2,0,0,0,3,0,3,0,3
0,109863,0,26,3,1,0,1,0,3,0,3,0,0
1,11255,0,57,1,1,0,1,0,3,1,0,0,4
0,33850,0,21,1,1,1,0,0,1,1,2,0,0
1,5778,0,36,1,1,0,1,0,1,0,1,0,0
1,30050,0,31,1,2,0,1,0,3,4,2,0,4
1,15339,0,22,2,1,0,1,0,1,0,4,0,1
0,67295,0,23,2,1,0,1,0,0,0,2,0,0
1,106806,0,61,3,2,0,0,0,0,0,4,1,4
1,11248,0,24,2,1,0,1,0,3,1,2,0,4
0,19750,0,19,2,1,1,0,0,3,0,1,1,0
0,4489,0,43,2,2,1,0,0,1,2,1,0,0
1,96832,0,30,2,1,0,1,1,3,0,2,0,2
1,13547,0,33,3,1,0,1,0,2,4,4,0,4
1,18006,0,36,2,1,1,1,0,3,0,1,0,0
0,64937,0,26,3,2,0,1,0,1,0,4,0,0
1,90404,0,30,1,2,0,0,0,3,4,2,0,4
0,7955,0,38,2,1,0,1,0,1,4,4,0,4
0,47093,0,31,2,1,0,1,1,0,0,3,0,0
1,27312,0,23,2,1,0,1,0,3,0,4,0,2
1,31845,0,33,2,1,1,0,0,1,3,1,0,3
0,6482,0,23,0,1,0,1,0,0,0,1,0,0
0,94277,0,36,3,1,1,0,0,1,0,1,1,0
0,9351,0,35,2,1,1,0,0,1,1,3,0,0
1,21738,0,21,2,1,0,1,1,0,0,2,0,2
0,44281,1,23,3,2,0,1,0,1,0,2,0,0
1,61659,0,27,2,1,1,0,0,0,1,3,0,4
1,64162,0,29,3,2,0,1,0,0,0,4,1,4
0,12560,0,35,1,1,0,0,1,0,0,4,0,0
1,10709,0,41,2,1,0,1,1,2,0,4,0,2
1,85956,0,43,2,1,0,1,0,3,4,2,1,2
1,26724,0,54,2,1,0,1,0,1,1,4,0,4
1,18864,0,44,2,1,0,1,0,1,0,2,0,3
0,56548,0,31,2,1,0,1,1,1,1,2,0,2
1,42583,0,33,1,1,0,1,0,3,1,1,0,2
0,19149,0,32,2,1,1,0,0,0,0,1,0,0
0,50933,0,74,3,2,0,0,0,1,0,4,1,0
1,22617,0,51,3,2,0,1,1,0,3,3,0,3
1,25623,1,42,2,1,0,1,1,0,4,3,0,1
0,4884,0,33,2,1,1,0,0,3,0,0,1,0
0,115108,0,33,3,1,1,0,0,0,0,2,1,0
1,38618,0,22,2,1,0,1,0,3,0,2,0,4
1,31307,0,66,2,1,1,1,1,3,3,3,0,3
1,4865,0,23,2,1,0,1,1,0,0,4,0,4
0,9624,0,50,2,1,0,1,0,2,2,3,0,0
1,20034,0,26,2,1,0,1,0,3,0,2,0,2
0,14461,1,36,2,2,0,1,1,3,0,3,0,0
1,11803,0,37,1,1,0,1,1,0,0,1,0,0
1,16657,0,31,2,1,0,1,0,0,0,2,0,3
1,84035,0,31,2,1,0,1,0,1,0,3,0,0
1,11037,0,25,3,1,0,1,0,3,0,2,0,4
1,34644,0,35,2,1,1,0,1,0,0,2,0,3
1,20309,0,30,1,2,0,1,0,3,0,3,0,1
1,21745,0,23,2,1,1,0,0,3,0,4,0,3
1,125878,0,34,3,1,0,0,0,1,0,2,1,0
1,3017,0,28,2,1,0,1,0,0,2,4,0,4
0,61170,0,26,1,1,0,0,1,2,4,4,1,0
1,29096,0,30,2,2,0,1,1,1,4,4,0,4
0,8020,0,33,2,1,0,1,1,1,0,4,0,0
1,58730,0,30,2,1,0,1,0,1,0,2,0,1
0,24983,0,23,1,2,0,1,0,1,2,2,0,0
0,148631,0,27,3,1,0,1,0,0,0,4,0,0
1,30806,0,27,2,1,0,1,0,3,4,1,0,2
1,15614,0,23,2,1,0,1,0,3,0,1,0,4
1,11403,0,38,2,1,0,1,0,3,0,4,0,2
0,6775,0,23,2,1,0,0,0,3,4,4,0,4
1,94334,0,40,1,2,0,1,0,3,0,3,1,2
0,14845,0,34,2,1,0,1,0,2,0,3,0,0
0,30040,0,31,2,1,0,1,0,0,0,1,0,0
1,10356,0,30,2,1,0,1,0,3,3,3,0,2
1,11542,0,30,2,1,0,1,0,3,0,1,0,2
0,46342,0,36,3,1,0,1,0,3,1,4,0,0
0,3411,0,22,2,1,1,0,0,3,0,0,0,0
1,31474,0,23,2,1,1,0,0,1,2,1,0,3
1,33398,1,36,3,1,0,1,1,3,2,4,0,2
0,16214,0,23,1,2,0,0,0,0,0,3,0,0
0,12640,0,33,1,1,0,1,1,0,1,1,0,0
1,21613,0,22,1,2,0,0,0,0,0,2,0,3
0,148680,0,39,3,1,0,0,0,1,1,4,0,0
0,17212,0,27,2,1,0,0,0,1,0,3,1,0
1,11863,0,29,2,1,0,1,0,2,0,2,0,4
1,30871,0,24,2,1,0,1,0,0,0,3,0,1
0,23789,1,33,2,2,1,0,0,2,0,1,0,0
0,115350,0,33,1,1,1,0,0,3,3,2,1,0
1,48694,0,40,3,1,0,1,0,1,0,1,0,1
1,120275,0,31,3,1,0,1,0,1,0,2,0,0
0,45564,0,26,3,1,0,1,0,1,0,2,0,0
0,12262,0,34,2,1,0,1,0,2,0,1,0,0
0,20393,0,25,2,1,0,1,0,3,0,1,0,2
1,37304,0,46,2,1,1,0,0,2,4,4,0,4
1,26215,0,42,2,1,0,0,0,0,0,2,0,1
0,59010,0,24,1,1,0,1,0,1,0,3,0,1
1,16737,0,21,1,1,1,0,0,3,0,2,0,2
0,41390,1,43,2,1,0,1,0,1,0,1,0,2
0,11019,0,55,0,2,0,0,0,0,0,0,1,0
1,22841,0,28,2,2,0,1,0,1,4,3,0,4
1,15020,1,70,1,1,0,1,0,1,0,2,0,2
0,8135,0,60,2,1,0,1,1,0,0,3,0,0
1,11987,1,23,2,1,0,1,0,1,4,4,0,0
0,94332,0,32,3,1,0,0,0,0,0,1,1,0
1,8280,0,36,2,1,0,0,0,3,4,4,0,4
1,18800,0,34,2,2,0,1,0,3,0,3,0,4
1,21045,1,22,2,1,0,1,0,3,0,1,0,2
1,10898,0,31,2,1,0,1,0,1,0,1,0,1
0,109957,0,28,3,1,0,1,0,3,0,0,0,0
1,52647,0,44,3,1,0,0,1,0,0,4,0,4
0,28494,0,46,2,1,0,1,1,3,0,3,0,0
1,96674,0,32,2,1,0,1,0,1,0,2,0,2
1,72051,0,27,2,2,1,1,0,3,4,4,0,3
0,23752,0,49,2,1,1,0,0,0,0,2,0,0
0,15061,0,36,2,1,0,0,1,0,0,3,0,0
1,9700,0,26,2,1,0,1,0,3,0,2,0,4
1,14721,0,35,2,1,0,1,0,3,0,2,0,0
1,16736,0,28,1,1,0,1,0,3,1,2,0,2
1,78842,0,46,2,1,1,0,0,1,0,4,1,4
0,67727,0,39,2,1,1,0,0,0,4,2,1,0
1,58943,0,35,2,1,0,1,0,1,0,3,0,1
1,10683,0,23,2,1,0,1,1,0,0,3,0,3
1,23865,0,44,2,1,1,0,0,0,0,3,0,0
